category,literal,occurrences,distinct_files,first_location
spacing,"""4px 12px"", fontweight: 600",1,1,frontend/src/routes/PlanningWorkspace.tsx:600
spacing,"""5px 20px"", borderradius: ""8px 8px 0 0"",",1,1,frontend/src/routes/PlanningWorkspace.tsx:679
spacing,"12, alignitems: ""center"", flexwrap: ""wrap""",1,1,frontend/src/routes/FacilitatorSchedule.tsx:56
spacing,"""12px 0""",1,1,frontend/src/routes/Dashboard.tsx:172
spacing,"6, alignitems: ""center"", fontweight: 400",1,1,frontend/src/routes/Curriculum.tsx:49
spacing,"8, marginbottom: 10",1,1,frontend/src/routes/ParadeNightDetail.tsx:59
spacing,"""4px 8px""",1,1,frontend/src/routes/Overviews.tsx:304
spacing,"8, marginbottom: 16",1,1,frontend/src/routes/Overviews.tsx:315
spacing,"""18px 12px"",",1,1,frontend/src/routes/Accounts.tsx:54
spacing,"8, flexwrap: ""wrap"", marginbottom: 12",1,1,frontend/src/routes/Accounts.tsx:241
spacing,"6, marginbottom: 8",1,1,frontend/src/routes/Accounts.tsx:710
spacing,5,1,1,frontend/src/routes/Accounts.tsx:720
spacing,14,1,1,frontend/src/routes/Accounts.tsx:758
spacing,"6, flexwrap: ""wrap""",1,1,frontend/src/routes/Facilitators.tsx:64
radius,8px,14,3,frontend/src/styles/planning.css:126
radius,5px,11,2,frontend/src/styles/planning.css:632
radius,50%,7,1,frontend/src/styles/planning.css:91
radius,10px,7,3,frontend/src/styles/planning.css:151
radius,20px,6,2,frontend/src/styles/planning.css:40
radius,4px,6,2,frontend/src/styles/planning.css:179
radius,7px,6,1,frontend/src/styles/planning.css:279
radius,6px,5,2,frontend/src/styles/planning.css:52
radius,2px,4,2,frontend/src/styles/planning.css:136
radius,3px,3,2,frontend/src/styles/planning.css:566
radius,12px,2,1,frontend/src/styles/planning.css:398
radius,14px,2,1,frontend/src/styles/components.css:22
radius,1px,1,1,frontend/src/styles/planning.css:981
shadow,"0 4px 16px rgba(0,0,0,.14)",1,1,frontend/src/styles/planning.css:377
shadow,"0 1px 4px rgba(0,0,0,.06)",1,1,frontend/src/styles/planning.css:512
shadow,"0 3px 10px rgba(0,47,101,.12)",1,1,frontend/src/styles/planning.css:515
shadow,"2px 0 12px rgba(0,47,101,.18)",1,1,frontend/src/styles/planning.css:1005
shadow,"-4px 0 20px rgba(0,47,101,.14)",1,1,frontend/src/styles/planning.css:1068
shadow,"0 20px 60px rgba(0,0,0,.3)",1,1,frontend/src/styles/components.css:64
z-index,100,2,2,frontend/src/styles/planning.css:375
z-index,5,1,1,frontend/src/styles/planning.css:263
z-index,4,1,1,frontend/src/styles/planning.css:895
z-index,300,1,1,frontend/src/styles/planning.css:1002
z-index,299,1,1,frontend/src/styles/planning.css:1015
z-index,310,1,1,frontend/src/styles/planning.css:1021
z-index,350,1,1,frontend/src/styles/planning.css:1069
z-index,50,1,1,frontend/src/styles/components.css:63
duration,12s,9,2,frontend/src/styles/planning.css:54
duration,1s,8,1,frontend/src/styles/planning.css:223
duration,18s,2,1,frontend/src/styles/planning.css:65
duration,15s,1,1,frontend/src/styles/planning.css:513
duration,3s,1,1,frontend/src/components/charts/DashboardCharts.tsx:88
