router_file,method,full_path,function,line
backend/app/routers/training.py,PATCH,/api/equipment/{eid},update_equip,1218
backend/app/routers/training.py,DELETE,/api/equipment/{eid},delete_equip,1240
backend/app/routers/training.py,GET,/api/activities,list_activities,1406
backend/app/routers/training.py,GET,/api/activities/{aid},get_activity,1514
backend/app/routers/training.py,POST,/api/activities,create_activity,1542
backend/app/routers/training.py,POST,/api/activities/wing,create_wing_activity,1564
backend/app/routers/training.py,POST,/api/activities/national,create_national_activity,1588
backend/app/routers/training.py,PATCH,/api/activities/{aid},update_activity,1604
backend/app/routers/training.py,DELETE,/api/activities/{aid},delete_activity,1638
backend/app/routers/training.py,POST,/api/activities/generate,generate_activities,1756
backend/app/routers/training.py,GET,/api/curriculum/elements,list_elements,1949
backend/app/routers/training.py,POST,/api/curriculum/elements,create_element,1957
backend/app/routers/training.py,POST,/api/curriculum/elements/{eid}/archive,archive_element,1991
backend/app/routers/training.py,GET,/api/curriculum/phases,list_phases,2140
backend/app/routers/training.py,POST,/api/curriculum/phases,create_phase,2150
backend/app/routers/training.py,POST,/api/curriculum/phases/{phid}/archive,archive_phase,2189
backend/app/routers/training.py,POST,/api/curriculum,create_curriculum,2295
backend/app/routers/training.py,POST,/api/curriculum/wing,create_wing_curriculum,2329
backend/app/routers/training.py,POST,/api/curriculum/national,create_national_curriculum,2365
backend/app/routers/training.py,PATCH,/api/curriculum/{cid},update_curriculum,2398
backend/app/routers/training.py,DELETE,/api/curriculum/{cid},delete_curriculum,2437
backend/app/routers/training.py,POST,/api/curriculum/import,import_curriculum,2465
backend/app/routers/training.py,POST,/api/curriculum/import-xlsm,import_curriculum_xlsm,2662
backend/app/routers/training.py,POST,/api/curriculum/import-csv,import_curriculum_csv,2820
backend/app/routers/training.py,POST,/api/activities/import-cea,import_activities_cea,2902
backend/app/routers/training.py,GET,/api/subject-area-tags,list_subject_area_tags,2959
backend/app/routers/training.py,POST,/api/subject-area-tags,create_subject_area_tag,2985
backend/app/routers/training.py,DELETE,/api/subject-area-tags/{tag_id},archive_subject_area_tag,3044
backend/app/routers/wing_calendar.py,GET,/api/wing-calendar/events,list_wing_events,293
backend/app/routers/wing_calendar.py,GET,/api/wing-calendar/events/{event_id},get_wing_event,349
backend/app/routers/wing_calendar.py,POST,/api/wing-calendar/events,create_wing_event,368
backend/app/routers/wing_calendar.py,PATCH,/api/wing-calendar/events/{event_id},update_wing_event,425
backend/app/routers/wing_calendar.py,POST,/api/wing-calendar/events/{event_id}/archive,archive_wing_event,478
backend/app/routers/wing_calendar.py,POST,/api/wing-calendar/events/{event_id}/curriculum-links,add_curriculum_link,499
backend/app/routers/wing_calendar.py,DELETE,/api/wing-calendar/events/{event_id}/curriculum-links/{curriculum_item_id},remove_curriculum_link,537
backend/app/routers/wing_calendar.py,PATCH,/api/wing-calendar/events/{event_id}/squadron-status,update_squadron_status,564
backend/app/routers/wing_calendar.py,GET,/api/wing-calendar/squadron-overlay,get_squadron_overlay,627
