file,kind,name,line,visibility
backend/app/routers/training.py,class,PhaseIn,2040,
backend/app/routers/training.py,function,_can_create_phase,2049,private
backend/app/routers/training.py,function,_visible_phases,2108,private
backend/app/routers/training.py,function,list_phases,2141,public
backend/app/routers/training.py,function,create_phase,2151,public
backend/app/routers/training.py,function,archive_phase,2190,public
backend/app/routers/training.py,class,CurriculumIn,2205,
backend/app/routers/training.py,class,CurriculumUpdateIn,2220,
backend/app/routers/training.py,class,CurriculumImportItem,2233,
backend/app/routers/training.py,class,CurriculumImportIn,2253,
backend/app/routers/training.py,function,_find_existing_curriculum,2267,private
backend/app/routers/training.py,function,create_curriculum,2296,public
backend/app/routers/training.py,function,create_wing_curriculum,2330,public
backend/app/routers/training.py,function,create_national_curriculum,2366,public
backend/app/routers/training.py,function,update_curriculum,2399,public
backend/app/routers/training.py,function,delete_curriculum,2438,public
backend/app/routers/training.py,function,import_curriculum,2466,public
backend/app/routers/training.py,function,_link_session,2613,private
backend/app/routers/training.py,function,import_curriculum_xlsm,2663,public
backend/app/routers/training.py,function,_parse_program_backend_sheet,2707,private
backend/app/routers/training.py,method,col,2718,public
backend/app/routers/training.py,function,_parse_duration,2805,private
backend/app/routers/training.py,function,import_curriculum_csv,2821,public
backend/app/routers/training.py,function,import_activities_cea,2903,public
backend/app/routers/training.py,function,_normalise_tag,2934,private
backend/app/routers/training.py,function,_tag_out,2940,private
backend/app/routers/training.py,class,SubjectAreaTagIn,2954,
backend/app/routers/training.py,function,list_subject_area_tags,2960,public
backend/app/routers/training.py,function,create_subject_area_tag,2986,public
backend/app/routers/training.py,function,archive_subject_area_tag,3045,public
backend/app/routers/wing_calendar.py,function,_require_write,46,private
backend/app/routers/wing_calendar.py,function,_require_read,53,private
backend/app/routers/wing_calendar.py,function,_get_event_or_404,63,private
backend/app/routers/wing_calendar.py,function,_link_out,74,private
backend/app/routers/wing_calendar.py,function,_sqn_status_out,85,private
backend/app/routers/wing_calendar.py,function,_event_out,97,private
backend/app/routers/wing_calendar.py,function,_load_links,133,private
backend/app/routers/wing_calendar.py,function,_load_links_for_events,146,private
backend/app/routers/wing_calendar.py,function,_load_sqn_status,162,private
backend/app/routers/wing_calendar.py,function,_validate_iso_date,176,private
backend/app/routers/wing_calendar.py,class,WingEventIn,186,
backend/app/routers/wing_calendar.py,method,title_nonempty,208,public
backend/app/routers/wing_calendar.py,method,start_date_iso,218,public
backend/app/routers/wing_calendar.py,method,end_date_iso,224,public
backend/app/routers/wing_calendar.py,method,status_valid,229,public
backend/app/routers/wing_calendar.py,class,WingEventPatch,235,
backend/app/routers/wing_calendar.py,method,title_nonempty,254,public
backend/app/routers/wing_calendar.py,method,dates_iso,266,public
backend/app/routers/wing_calendar.py,method,status_valid,271,public
backend/app/routers/wing_calendar.py,class,CurriculumLinkIn,277,
backend/app/routers/wing_calendar.py,class,SqnStatusIn,283,
backend/app/routers/wing_calendar.py,function,list_wing_events,294,public
backend/app/routers/wing_calendar.py,function,get_wing_event,350,public
backend/app/routers/wing_calendar.py,function,create_wing_event,369,public
backend/app/routers/wing_calendar.py,function,update_wing_event,426,public
backend/app/routers/wing_calendar.py,function,archive_wing_event,479,public
backend/app/routers/wing_calendar.py,function,add_curriculum_link,500,public
backend/app/routers/wing_calendar.py,function,remove_curriculum_link,538,public
backend/app/routers/wing_calendar.py,function,update_squadron_status,565,public
backend/app/routers/wing_calendar.py,function,get_squadron_overlay,628,public
backend/app/security.py,function,generate_code,26,public
backend/app/security.py,function,hash_code,35,public
backend/app/security.py,function,verify_code,39,public
backend/app/security.py,function,create_token,46,public
backend/app/security.py,function,decode_token,55,public
backend/app/security.py,function,login_blocked,68,public
backend/app/security.py,function,record_login_failure,78,public
backend/app/security.py,function,record_login_success,88,public
backend/app/security.py,function,reset_rate_limiter,93,public
backend/app/security.py,function,check_api_rate,104,public
backend/app/security.py,function,reset_api_rate_limiter,114,public
backend/app/security.py,function,idempotency_get,130,public
backend/app/security.py,function,idempotency_set,142,public
backend/app/security.py,function,reset_idempotency_cache,146,public
backend/app/security.py,function,login_blocked_db,154,public
backend/app/security.py,function,record_login_failure_db,174,public
backend/app/security.py,function,record_login_success_db,194,public
backend/app/seeds/second_wing_seed.py,function,second_wing_seed,36,public
backend/app/seeds/seed_all.py,function,seed_all,74,public
backend/app/seeds/seed_all.py,function,seed_planning_data,310,public
backend/app/seeds/seed_all.py,method,in_holiday,356,public
backend/app/seeds/seed_all.py,method,get_term,368,public
backend/app/seeds/seed_all.py,function,seed_program,471,public
backend/app/seeds/staging_seed.py,function,staging_seed,32,public
backend/app/seeds/stress_seed.py,function,run,25,public
backend/app/services.py,function,audit,10,public
backend/app/services.py,function,band,58,public
backend/app/services.py,function,score_parade,65,public
backend/app/services.py,function,publish_blockers,101,public
backend/app/services.py,function,close_blockers,116,public
backend/app/services_program.py,function,visible_items_for,14,public
backend/app/services_program.py,function,_can_see,29,private
backend/app/services_program.py,function,can_schedule,52,public
backend/app/services_program.py,function,coverage_for_squadron,68,public
backend/app/services_program.py,method,statuses_for,85,public
backend/app/services_program.py,method,is_core,90,public
backend/app/services_program.py,method,tally,96,public
backend/app/services_readiness.py,function,session_requirements,50,public
backend/app/services_readiness.py,function,session_delivery_outcome,82,public
backend/app/services_readiness.py,function,session_data_quality,86,public
backend/app/services_readiness.py,function,parade_night_readiness,98,public
backend/app/workers/celery_app.py,function,generate_export,22,public
backend/app/workers/dispatcher.py,function,submit_export,17,public
backend/app/workers/dispatcher.py,function,_try_celery,41,private
backend/app/workers/dispatcher.py,function,_run_sync,55,private
